ndc
10370010250
59746028490
228298211
54458099610
93078710
99073070822
60505016909
67434504
169643810
66582031254
91237000128
65862053750
172572860
61314022710
74659490
31722026990
245007111
378021810
16729017001
85720601
781223410
54327099
23320503
62175012841
13668011930
456141030
23155010210
93512601
65862062690
16729000101
60505024801
93029305
93423301
60505011800
62756014202
46110081
781152610
173078302
378395277
13668000810
378912198
59746038506
23155017801
93743398
24208046325
61314063705
76204010025
16714066102
29300016915
2751001
603388721
59746012106
93738201
99073070827
31722040505
16729014016
65162070294
603499828
781185220
93172001
406012501
53746046605
42858010250
591024105
50111043401
60505006501
115981101
43478090188
43386009019
228298311
16714062101
53489051101
143974010
591079401
17478062512
378427505
65862001705
169185250
10370010150
33342010215
16729014601
47781023005
68180051503
378018105
13107004401
68462023210
54010228
591352530
6496341
43598021055
67253039115
59627000205
173068220
527134910
68645048870
68180048103
23155002701
603374032
378191210
64764011907
43547035950
54458096510
60505258008
173071215
31722023790
13107004601
69543013104
45802006435
378863077
378226801
66758019092
46287000660
16729000517
56151014401
62037099901
781207401
173071204
42806050301
185007210
65862000705
61958180101
65162010250
591521505
68645015159
43547033710
68180051303
65026025
228278011
62037056001
38396050175
591544305
50383023310
43547025450
51672400202
378862977
54458099710
68382060001
228202796
49730011230
65862037301
54025922
51991007301
591261205
51672129802
59762306001
60505258009
66993041730
378135205
68645040770
456140530
173086635
60505017007
63481081560
8121130
603321432
31722025190
45802046564
76439013611
54010231
13107003234
29300012810
51672300803
143314205
16714068203
24208041010
59746000103
378797052
50111047001
16571050050
54010031
603576332
68462023290
65862020190
57237005499
378001805
93029301
54025913
93754456
172392770
68462024901
53746017810
68462016401
13668027101
67877025001
65026005
59762154001
93314705
49281039765
50742010810
71101768
66993006885
378505001
781196610
456320560
173069600
50268010015
603424728
93083305
6494300
93736410
8290320122
43547025550
33342004544
68645040970
31722020805
68382031910
68382006705
603373932
47781010333
60505082901
781523492
60505395203
65862000605
57664037718
63304069301
68180051902
43547035311
54458099210
93078256
65162010350
69238110305
68180059801
68382000301
591024005
16571050211
68180050103
16729019517
65597010430
59762172001
60505257809
378022210
16714004110
168008031
68382013716
591034701
169633910
33342007610
99073070805
597014030
68180046807
33342002810
54458098010
406051205
68645045970
378002801
65862020299
23155000810
16714004211
93310905
93226401
68382013710
781106110
76439012510
66582041454
59762152002
23932110
68180050203
172290780
68180048002
51672126003
378395005
93681673
55111012190
54010131
63481068447
68382013210
68462024920
378181501
99073071227
603389919
378161001
168041630
487020160
68462019690
59310057922
8496310101
59746021605
60432053716
59762372203
378911998
59746032537
68180048003
172531260
65924007
68180047902
61314054701
68180013501
591412879
65862035705
50742010301
57237010501
228212750
45802005635
228202996
781632079
591367101
603533921
378180510
64764017590
62175061746
43547035711
597015230
378161005
378180701
54458092510
185014460
16252060144
603374528
62175011937
68180046907
143992701
597014818
378520905
228298150
50111043302
65597070118
93202694
68382005101
43547027010
65862020399
781518010
51079045066
42794001802
98302000104
68645048470
62037083101
59762372201
68382006805
310075430
53746027205
781518592
68462015713
10147170003
832121600
93104801
54004641
62756016088
378013701
713067160
378313201
50383002105
93512501
47781030301
378395377
60505299603
378181901
68382012316
65162057410
172541211
59417010710
68180051403
186037020
52937000120
54026913
67253038950
591396401
62037083001
43547033250
603533932
172409660
16252051501
16714039102
16252051401
93073310
55111061030
68382050010
603210934
57237000511
116200116
54001925
68001015300
597013560
55111024901
12496120803
781107810
603385521
60505014601
50111078751
68180047903
55111029209
185006410
13668042905
378401005
16714066202
406012301
66758011005
60505700602
68645046154
781107910
168025846
591554405
378395077
59762491005
16571020150
713063737
59762153003
66685100101
603533832
54429731
60505017009
16729013716
68180047803
93715806
31722034205
